the_geom,company,boro,building,street,cb,installati,active,payphones_,x_coordina,y_coordina,curbside,wifi,advertisin,electrifie,zoning,distrct_co
POINT (-73.9130165096756 40.77421728252637),CityBridge LLC,QU,23-01,31 STREET,1,7408,Y,1,1008342,221357,YES,N,N,N,C2-2/R5,22
POINT (-73.93759616034966 40.84404525693623),CityBridge LLC,MN,1259,ST NICHOLAS AVENUE,12,10526,Y,1,1001516,246792,YES,N,N,N,C2-4/R7-2,10
POINT (-73.97711500196621 40.64296309381497),CityBridge LLC,BK,310,BEVERLY ROAD,12,7397,Y,1,990601,173526,YES,N,N,N,R5/OP,39
POINT (-73.94411655606456 40.83512280454663),CityBridge LLC,MN,3815,BROADWAY,12,15216,Y,1,999714,243540,YES,N,Y,N,C4-4,7
POINT (-73.88959081194398 40.65719348580141),CityBridge LLC,BK,850,PENNSYLVANIA AVENUE,5,13683,Y,1,1014884,178729,YES,N,Y,N,M1-1,42
POINT (-73.93566326127355 40.76107386288386),CityBridge LLC,QU,35-06,21 STREET,1,16162,Y,1,1002073,216563,YES,N,N,N,R5,26
POINT (-73.99940876263335 40.67510674338077),CityBridge LLC,BK,546,COURT STREET,6,7386,Y,1,984414,185236,YES,N,N,N,C2-3/R6,39
POINT (-73.93600020395913 40.84619348820118),CityBridge LLC,MN,1320,ST NICHOLAS AVENUE,12,6575,Y,1,1001957,247575,YES,N,N,N,C1-4/R7-2,10
POINT (-73.82579088837889 40.68594299000647),CityBridge LLC,QU,117-02,LIBERTY AVENUE,10,11640,Y,1,1032565,189232,YES,N,Y,N,C1-2/R4,28
POINT (-73.75664684917653 40.66549514908156),CityBridge LLC,QU,221-12,SOUTH CONDUIT AVENUE,13,16116,Y,2,1051762,181828,YES,N,N,N,C1-3/R3-1,31
POINT (-74.00809368852069 40.64726067368958),CityBridge LLC,BK,4602,5 AVENUE,7,11642,Y,1,982004,175091,YES,N,N,N,C1-3/R6,38
POINT (-73.99882537267901 40.63892778519246),CityBridge LLC,BK,4902,10 AVENUE,12,12521,Y,1,984576,172055,YES,N,N,N,R6,38
POINT (-73.96095705692142 40.64986736519608),CityBridge LLC,BK,521,OCEAN AVENUE,14,13682,Y,1,995084,176043,YES,N,Y,N,C1-3/R7-1,40
POINT (-73.98144291158333 40.73271237387754),CityBridge LLC,MN,281,1 AVENUE,6,14495,Y,1,989393,206224,YES,N,Y,N,R8A,2
POINT (-73.8211031281243 40.6874179770995),CityBridge LLC,QU,122-20,LIBERTY AVENUE,10,7392,Y,1,1033864,189772,YES,N,N,N,C4-2,28
POINT (-73.89845932565538 40.861665895067986),CityBridge LLC,BX,150,EAST 188 STREET,5,7412,Y,1,1012337,253222,YES,N,N,N,C4-4/C,14
POINT (-73.97062708842638 40.76176054521139),CityBridge LLC,MN,461,PARK AVENUE,5,9848,Y,2,992387,216808,YES,N,Y,N,C5-3/MID,4
POINT (-73.98647489942468 40.740016862573825),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,297,PARK AVENUE SOUTH,5,10757,Y,2,987998,208885,YES,N,Y,Y,C6-4A,2
POINT (-73.90734129059867 40.74535460660452),TELEBEAM TELECOMMUNICATIONS CORPORATION,QU,57-09,ROOSEVELT AVENUE,2,5961,Y,1,1009925,210843,YES,N,Y,N,C2-2/R6,26
POINT (-73.98877275011729 40.744996087145346),CityBridge LLC,MN,1170,BROADWAY,5,3899,Y,1,987361,210699,YES,N,Y,N,M1-6,2
POINT (-73.9920993588816 40.75162218590231),CityBridge LLC,MN,253,WEST 34 STREET,5,14210,Y,2,986439,213113,YES,N,Y,N,C6-4M,3
POINT (-73.969104694527 40.76751587096),CityBridge LLC,MN,22,EAST 65 STREET,8,10306,Y,2,992808,218905,YES,N,Y,N,C5-1/MP,4
POINT (-73.98308160808995 40.74470444829643),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,444,PARK AVENUE SOUTH,5,10758,Y,2,988938,210593,YES,N,Y,Y,C6-4A,2
POINT (-73.99206649946242 40.69416891039003),CityBridge LLC,BK,170,MONTAGUE STREET,2,13630,Y,2,986450,192181,YES,N,Y,N,C5-2A/DB,33
POINT (-73.8840564860125 40.86777025581526),CityBridge LLC,BX,378,BEDFORD PARK BOULEVARD,7,12523,Y,1,1016318,255451,YES,N,N,N,C1-3/R7-1,15
POINT (-73.85230412435065 40.72639678257996),CityBridge LLC,QU,101-12,QUEENS BOULEVARD,6,13796,Y,1,1025187,203957,YES,N,Y,N,C1-2/R7-1,29
POINT (-73.91716686041404 40.703013209662586),CityBridge LLC,BK,144,WYCKOFF AVENUE,4,13691,Y,1,1007217,195414,YES,N,Y,N,C1-3/R6,37
POINT (-73.91872398737196 40.74223418498725),CityBridge LLC,QU,46-02,GREENPOINT AVENUE,2,11668,Y,1,1006772,209703,YES,N,N,N,C4-2,26
POINT (-73.92694255243615 40.70140590687766),CityBridge LLC,BK,107,WILSON AVENUE,4,7410,Y,1,1004507,194826,YES,N,N,N,R6,34
POINT (-73.86083819553832 40.748176073431075),TELEBEAM TELECOMMUNICATIONS CORPORATION,QU,42-12,104 STREET,4,5962,Y,1,1022809,211888,YES,N,N,Y,R6B,21
POINT (-73.9890629492442 40.69196461482594),CityBridge LLC,BK,1,BOERUM PLACE,2,15092,Y,2,987283,191378,YES,N,Y,N,C6-4.5/DB,33
POINT (-73.98336012425771 40.71327154563234),CityBridge LLC,MN,323,MADISON STREET,3,15814,Y,1,988863,199141,YES,N,Y,N,C1-5/R7-2,2
POINT (-73.98670825715259 40.74604436169313),CityBridge LLC,MN,2,WEST 30 STREET,5,14238,Y,2,987933,211081,YES,N,Y,,C5-2,4
POINT (-73.99059510359147 40.745951423184906),CityBridge LLC,MN,811,6 AVENUE,5,14253,Y,2,986856,211047,YES,N,Y,N,C6-4X,3
POINT (-73.9588516840106 40.59855551137795),CityBridge LLC,BK,1250,AVENUE U,15,11667,Y,1,995677,157349,YES,N,N,N,C1-3/R5,48
POINT (-73.94531987590649 40.78244115798342),CityBridge LLC,MN,1835,1 AVENUE,8,4020,Y,1,999393,224346,YES,N,Y,N,C2-8,5
POINT (-73.94262775137211 40.60035737903488),CityBridge LLC,BK,2905,AVENUE U,15,7427,Y,1,1000182,158008,YES,N,N,N,C1-2/R4,46
POINT (-73.94987242353352 40.79312298290749),CityBridge LLC,MN,1560,MADISON AVENUE,11,15203,Y,1,998130,228237,YES,N,Y,N,C1-5/R7-2,8
POINT (-74.00343812387125 40.72278603449301),CityBridge LLC,MN,350,WEST BROADWAY,2,10128,Y,2,983297,202607,YES,N,Y,N,M1-5A,1
POINT (-73.98312927199163 40.74174835913192),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,90,LEXINGTON AVENUE,5,5643,Y,1,988925,209516,YES,N,Y,Y,C6-2A,2
POINT (-73.84885683463749 40.82261745802276),CityBridge LLC,BX,766,CASTLE HILL AVENUE,9,7431,Y,1,1026082,239015,YES,N,N,N,R3-2,18
POINT (-73.9693603922382 40.76101638985192),CityBridge LLC,MN,134,EAST 57 STREET,5,10309,Y,2,992738,216537,YES,N,Y,N,C5-2,4
POINT (-73.84964071543148 40.82588744455462),CityBridge LLC,BX,919,CASTLE HILL AVENUE,9,11671,Y,1,1025863,240206,YES,N,N,N,R3-2,18
POINT (-74.00509598238601 40.653678147655896),CityBridge LLC,BK,968,4 AVENUE,7,13609,Y,2,982836,177429,YES,N,Y,Y,M1-2D,38
POINT (-73.93490042767002 40.66255567289035),CityBridge LLC,BK,851,EAST NEW YORK AVENUE,9,7435,Y,1,1002311,180670,YES,N,N,N,C1-3/R6,41
